name,president,president_byline,date,title,initial_joy,initial_sadness,initial_fear,initial_disgust,initial_surprise,revised_joy,revised_sadness,revised_fear,revised_disgust,revised_surprise,initial_idelogical_tilt,initial_immigration,initial_executive_power,initial_federalism,initial_security_liberty,initial_economic_regulation,initial_social_inclusion,revised_idelogical_tilt,revised_immigration,revised_executive_power,revised_federalism,revised_security_liberty,revised_economic_regulation,revised_social_inclusion
executive-order-5054-authorizing-the-reinstatement-mary-e-kelly-without-regard-civil,Calvin Coolidge,30th President of the United States: 1923 ‐ 1929,1929-02-23,Executive Order 5054-Authorizing the Reinstatement of Mary E. Kelly Without Regard to Civil Service Rules,3.0,7.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-54,Theodore Roosevelt,26th President of the United States: 1901 ‐ 1909,1904-01-07,Executive Order,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-12102-trade-committees,Jimmy Carter,39th President of the United States: 1977 ‐ 1981,1978-11-17,Executive Order 12102-Trade Committees,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-9279-providing-for-the-most-effective-mobilization-and-utilization-the,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1942-12-05,Executive Order 9279-Providing for the Most Effective Mobilization and Utilization of the National Manpower and Transferring the Selective Service System to the War Manpower Commission,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0
executive-order-8763-establishing-the-necedah-wildlife-management-area,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1941-05-28,Executive Order 8763-Establishing the Necedah Wildlife Management Area,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0
executive-order-7049-transferring-control-public-lands-the-secretary-the-interior,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1935-05-21,Executive Order 7049-Transferring Control of Public Lands to the Secretary of the Interior,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-9146-authorizing-the-secretary-the-interior-withdraw-and-reserve-public,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1942-04-24,Executive Order 9146-Authorizing the Secretary of the Interior to Withdraw and Reserve Public Lands,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-6403-code-fair-competition-for-the-fire-extinguishing-appliance,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-11-04,Executive Order 6403-A-Code of Fair Competition for the Fire Extinguishing Appliance Manufacturing Industry,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0
executive-order-5506-revocation-withdrawal-public-lands-pending-resurvey,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1930-12-08,Executive Order 5506-Revocation of Withdrawal of Public Lands Pending Resurvey,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
executive-order-11493-establishing-the-council-for-rural-affairs,Richard Nixon,37th President of the United States: 1969 ‐ 1974,1969-11-13,Executive Order 11493-Establishing the Council for Rural Affairs,7.0,3.0,1.0,1.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0
executive-order-6398-code-fair-competition-for-the-buff-and-polishing-wheel-industry,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-11-04,Executive Order 6398-Code of Fair Competition for the Buff and Polishing Wheel Industry,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0
executive-order-12216-presidents-committee-the-international-labor-organization,Jimmy Carter,39th President of the United States: 1977 ‐ 1981,1980-06-18,Executive Order 12216-President's Committee on the International Labor Organization,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
executive-order-10495-prescribing-the-order-succession-officers-act-secretary-defense,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1953-10-14,"Executive Order 10495-Prescribing the Order of Succession of Officers To Act as Secretary of Defense, Secretary of the Army, Secretary of the Navy, and Secretary of the Air Force",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
executive-order-9815-amending-section-7-the-executive-order-no-9691-february-4-1946,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1946-12-23,"Executive Order 9815-Amending Section 7 of the Executive Order No. 9691 of February 4, 1946, Entitled ""Directing the Civil Serve Commission to Resume Operations Under the Civil Service Rules, and Authorizing the Adoption of Special Regulations During the Transitional Period""",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-13320-closing-executive-departments-and-agencies-the-federal-government,George W. Bush,43rd President of the United States: 2001 ‐ 2009,2003-12-09,"Executive Order 13320-Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2003",7.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
executive-order-11116-prescribing-rates-charges-for-certain-hospitalization-and-dispensary,John F. Kennedy,35th President of the United States: 1961 ‐ 1963,1963-08-05,Executive Order 11116-Prescribing Rates of Charges for Certain Hospitalization and Dispensary Services and Delegating Authority to Prescribe Such Rates,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
executive-order-12485-central-intelligence-agency-retirement-and-disability-system,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1984-07-13,Executive Order 12485-Central Intelligence Agency Retirement and Disability System,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-280,Grover Cleveland,22nd President of the United States: 1885 ‐ 1889,1885-10-01,Executive Order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-11161-relating-certain-relationships-between-the-department-defense-and,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1964-07-07,Executive Order 11161-Relating to Certain Relationships Between the Department of Defense and the Federal Aviation Agency,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,0.0,0.0
executive-order-6672-withdrawal-public-lands-for-resurvey-wyoming,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1934-04-07,"Executive Order 6672-Withdrawal of Public Lands for Resurvey, Wyoming",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-14165-securing-our-borders,Donald J. Trump (2nd Term),47th President of the United States: 2025-present,2025-01-20,Executive Order 14165-Securing Our Borders,0.0,5.0,8.0,7.0,0.0,0.0,6.0,9.0,8.0,0.0,-4.0,-5.0,3.0,2.0,4.0,-2.0,-4.0,-5.0,-5.0,4.0,2.0,5.0,-2.0,-5.0
executive-order-11380-amending-prior-executive-orders-relating-mutual-educational-and,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1967-11-08,Executive Order 11380-Amending Prior Executive Orders Relating to Mutual Educational and Cultural Exchange and to Allowances and Benefits for Government Personnel on Overseas Duty,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-5305-extension-trust-period-certain-allotments-made-indians-the-nez-perce,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1930-03-18,"Executive Order 5305-Extension of Trust Period on Certain Allotments Made to Indians of the Nez Perce Tribe, Idaho",2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
executive-order-7748-withdrawal-area-for-use-the-navy-department-for-present-and,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1937-11-20,Executive Order 7748-Withdrawal of Area for Use of the Navy Department for Present and Prospective Naval Purposes,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
executive-order-6358-code-fair-competition-for-the-steel-tubular-and-firebox-boiler,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-10-23,Executive Order 6358-Code of Fair Competition for the Steel Tubular and Firebox Boiler Industry,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0
executive-order-12954-ensuring-the-economical-and-efficient-administration-and-completion,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,1995-03-08,Executive Order 12954-Ensuring the Economical and Efficient Administration and Completion of Federal Government Contracts,5.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,-1.0,3.0,1.0
executive-order-6377-code-fair-competition-for-the-terra-cotta-industry,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-10-31,Executive Order 6377-Code of Fair Competition for the Terra Cotta Industry,6.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0
executive-order-11358-inspection-income-excess-profits-estate-and-gift-tax-returns-the,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1967-06-06,"Executive Order 11358-Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Committee on Un-American Activities, House of Representatives",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,-2.0,0.0,0.0,0.0,4.0,0.0,-4.0
executive-order-8195-exemption-frederick-s-jackson-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1939-07-07,Executive Order 8195-Exemption of Frederick S. Jackson From Compulsory Retirement for Age,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-398,Andrew Johnson,17th President of the United States: 1865 ‐ 1869,1866-04-13,Executive Order,1.0,7.0,3.0,1.0,4.0,1.0,8.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-11256-establishing-the-presidents-committee-food-and-fiber-and-the,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1965-11-04,Executive Order 11256-Establishing the President's Committee on Food and Fiber and the National Advisory Commission on Food and Fiber,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0
executive-order-13256-presidents-board-advisors-historically-black-colleges-and,George W. Bush,43rd President of the United States: 2001 ‐ 2009,2002-02-12,Executive Order 13256-Presidents Board of Advisors on Historically Black Colleges and Universities,7.0,2.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,2.0,4.0,3.0,0.0,1.0,3.0,0.0,2.0,4.0
executive-order-10052-enlarging-naval-petroleum-reserve-no-1-revoking-part-public-land,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1949-04-20,"Executive Order 10052-Enlarging Naval Petroleum Reserve No. 1; Revoking in Part Public Land Order No. 460 of April 1, 1948",2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-7081-revocation-executive-order-no-6497-december-15-1933,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1935-06-20,"Executive Order 7081-Revocation of Executive Order No. 6497, December 15, 1933",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
executive-order-13090-presidents-commission-the-celebration-women-american-history,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,1998-06-29,Executive Order 13090-President's Commission on the Celebration of Women in American History,7.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
executive-order-14080-implementation-the-chips-act-2022,"Joseph R. Biden, Jr.",46th President of the United States: 2021-2025,2022-08-25,Executive Order 14080-Implementation of the CHIPS Act of 2022,7.0,1.0,1.0,1.0,5.0,8.0,1.0,1.0,1.0,6.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0
executive-order-10813-including-certain-lands-the-chattahoochee-national-forest-and-the,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1959-04-29,Executive Order 10813-Including Certain Lands in the Chattahoochee National Forest and the Nantahala National Forest,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
executive-order-11945-physical-fitness-and-sports,Gerald R. Ford,38th President of the United States: 1974 ‐ 1977,1976-10-25,Executive Order 11945-Physical Fitness and Sports,7.0,1.0,2.0,1.0,3.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
executive-order-11551-amending-executive-order-no-11399-with-respect-the-membership-the,Richard Nixon,37th President of the United States: 1969 ‐ 1974,1970-08-11,Executive Order 11551-Amending Executive Order No. 11399 With Respect to the Membership of the National Council on Indian Opportunity,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0
executive-order-7450-excusing-from-duty-wednesday-september-23-1936-until-1-pm-employees,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-09-17,"Executive Order 7450-Excusing From Duty on Wednesday, September 23, 1936, Until 1 p.m.. Employees of the Executive Departments, Establishments and Other Agencies of the Federal Government in the District of Columbia, Who Desire to Show Honor to the Veterans of the Civil War Upon the Occasion of the Parade of the Grand Army of the Republic",3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-6890-withdrawal-public-land-archaeological-investigation-site,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1934-10-30,Executive Order 6890-Withdrawal of Public Land as Archaeological Investigation Site,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-12007-presidential-advisory-committees,Jimmy Carter,39th President of the United States: 1977 ‐ 1981,1977-08-22,Executive Order 12007-Presidential Advisory Committees,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,-2.0
executive-order-general-orders-44,Andrew Johnson,17th President of the United States: 1865 ‐ 1869,1868-07-13,Executive Order-General Orders: 44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-9030-exemption-walter-c-mendenhall-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1942-01-20,Executive Order 9030-Exemption of Walter C. Mendenhall From Compulsory Retirement for Age,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
executive-order-9827-appointment-the-members-and-the-alternate-member-military-tribunal,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1947-02-21,Executive Order 9827-Appointment of the Members and the Alternate Member of a Military Tribunal Established for the Trial and Punishment of Major War Criminals in Germany,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0
executive-order-8044-postponing-the-effective-date-executive-order-no-7916-june-24-1938,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1939-01-31,"Executive Order 8044-Postponing the Effective Date of Executive Order No. 7916 of June 24, 1938, With Respect to Certain Positions and Providing for a Committee To Investigate and Report Methods for Selecting and Promoting Certain Personnel in Civil Service",2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
executive-order-10587-administration-section-32h-the-trading-with-the-enemy-act,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1955-01-13,Executive Order 10587-Administration of Section 32(h) of the Trading With the Enemy Act,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0
executive-order-12497-presidents-advisory-committee-mediation-and-conciliation,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1984-12-29,Executive Order 12497-President's Advisory Committee on Mediation and Conciliation,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-11403-providing-for-the-restoration-law-and-order-the-washington,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1968-04-05,Executive Order 11403-Providing for the Restoration of Law and Order in the Washington Metropolitan Area,0.0,2.0,7.0,3.0,5.0,0.0,3.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,0.0,0.0
executive-order-9694-inspection-income-excess-profits-and-declared-value-excess-profits,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1946-02-06,"Executive Order 9694-Inspection of Income, Excess-profits, and Declared Value Excess-profits Tax Returns By the War Contracts Price Adjustment Board",2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
executive-order-10026-korea,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1949-01-05,Executive Order 10026-A-Korea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-11572-providing-for-the-use-transportation-priorities-and-allocations,Richard Nixon,37th President of the United States: 1969 ‐ 1974,1970-12-10,Executive Order 11572-Providing for the Use of Transportation Priorities and Allocations During the Current Railroad Strike,0.0,2.0,7.0,3.0,1.0,0.0,3.0,8.0,4.0,1.0,1.0,0.0,4.0,3.0,4.0,3.0,0.0,1.0,0.0,5.0,4.0,5.0,4.0,0.0
executive-order-9458-amending-paragraphs-6-and-7-executive-order-no-9195-july-7-1942,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1944-07-22,"Executive Order 9458-Amending Paragraphs 6 and 7 of Executive Order No. 9195 of July 7, 1942, Prescribing Regulations Relating to Aerial Flights by Personnel of the Army, Navy, Marine Corps, Coast Guard, and National Guard",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-6599-code-fair-competition-for-the-gray-iron-foundry-industry,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1934-02-10,Executive Order 6599-Code of Fair Competition for the Gray Iron Foundry Industry,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0
executive-order-8590-fixing-the-number-men-be-inducted-into-the-land-forces-the-united,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-11-08,"Executive Order 8590-Fixing the Number of Men To Be Inducted Into the Land Forces of the United States Prior to July 1, 1941, and Directing Their Selection and Induction",1.0,3.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0
executive-order-5830-appointments-under-war-minerals-relief-act,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1932-04-04,Executive Order 5830-Appointments Under War Minerals Relief Act,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
executive-order-12946-presidents-advisory-board-arms-proliferation-policy,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,1995-01-20,Executive Order 12946-President's Advisory Board on Arms Proliferation Policy,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
executive-order-7816-transferring-portions-amaknak-island-the-control-and-jurisdiction-the,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1938-02-15,"Executive Order 7816-Transferring Portions of Amaknak Island to the Control and Jurisdiction of the Secretary of the Navy, Alaska",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0
executive-order-12806-establishment-fetal-tissue-bank,George Bush,41st President of the United States: 1989 ‐ 1993,1992-05-19,Executive Order 12806-Establishment of a Fetal Tissue Bank,5.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,-1.0
executive-order-11426-federal-state-liaison-and-cooperation,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1968-08-31,Executive Order 11426-Federal-State Liaison and Cooperation,7.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
executive-order-7345-authorizing-the-secretary-agriculture-acquire-land-for-wildlife,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-04-15,Executive Order 7345-Authorizing the Secretary of Agriculture to Acquire Land for Wildlife Conservation Purposes,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
